id,question1,question2,is_duplicate
3793,"What are some tricks to buy items quickly during an open flash sale from online shopping sites like Flipkart, Snapdeal, etc.?","FDI in Retail in India: How E-Commerce websites like flipkart, Myntra, Jabong, Snapdeal, Shimply earn as they sell other companies products? Do they buy products directly from the company or other shops?",0
3748,How do you go about producing and selling an item to Costco?,Is the Titan X (pascal) good for gaming?,0
1782,Do you think Hillary Clinton’s pneumonia will affect the election?,How seriously will Hillary Clinton's early departure from a 9/11 ceremony affect her campaign?,0
3457,Why did Disney change the Star Wars story (i.e. what is Canon and what is Legends)?,Star Wars Legends: Is Gilad Pellaeon a good person?,0
4768,"I am a 25-year-old girl and still single. I'm a little bit worried that I will be single my whole life. Should I take blind dates and choose one to marry, even if it may need sacrifices? Or should I plan my life without thinking about marrying and believe Mr. Right is on the way?","I am 26, a woman, and one who wishes to remain single my entire life. However, when I see my friends getting married or in relationships, I feel I may be missing out a little. How do I end this feeling and stick to my resolve?",0
1176,What are the most interesting products and innovations that Triumph Bank is coming out with in 2016?,What are the most interesting products and innovations that M&T Bank is coming out with in 2016?,0
1603,"Does Research Publications in high impact factor, peer reviewed International Journals, help you in securing Admissions in Top Graduate schools?",What would happen if your entire city suddenly decided to listen to you?,0
4448,What is your review of Sex Stories?,What is your review of The Story of Chu Yuan?,0
128,What is it like to work in Asahi India Glass? What will be the pay scale after one or two years?,When will we get the Call Letter after we get the Letter of Intent in Asahi India Glass recruitment?,0
1527,Is it defeatist to stop the war on drugs?,What can we do to stop the war on drugs?,0
723,What are the best horror novel in 2016?,What are some of the best horror novels of 2014?,0
627,"What is the opposite of ""homebird""?",What is the opposite of take off?,0
3634,When did social media for health care start and what was the first site?,Can Pharma Develop Mobile Apps Likely to be useful in Engaging Doctors?,0
1177,Is it easy to get a job in European countries like Sweden or Denmark for an Indian engineer on a working visa?,Is it easy to get part time job in Sweden?,0
4924,How do I find a translator?,"How would you translate ""一百回""?",0
4207,What are essential oils? How do they work?,How do essential oils work?,0
2094,"What are the strongest competitive lists going in Warhammer 40k at the moment, and why?",How do I know what army to choose next in Warhammer 40K?,0
2992,Why do black men have big penises?,Can black people blush?,0
1467,Why do Trump supporters believe that Donald Trump can get his platform through congress?,Why do you think Donald Trump is getting so much support?,0
3708,"What are the best aspects of living in Huánuco, Peru as a young adult?","What are the best aspects of living in Arequipa, Peru as a young adult?",0
519,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?,Where can I find the best Security Cameras?,0
2678,Should I watch Game of Thrones before I read the books?,What books should I read before watching Game of Thrones?,0
2200,Is 21 too late to learn guitar?,Is it too late to learn how to sing at age 21?,0
2539,What does a power bank look like when it's being charged?,What does a Mac do when it gets completely charged?,0
3896,What is the best plugin list for WordPress blog?,What is the best plugin for quizzes on WordPress?,0
3246,"If someone paid you $1 million to walk into a public area in Israel, do the Nazi salute and shout ""Heil Hitler,"" would you do it?","In Nazi Germany, was the greeting ""Heil Hitler"" used on an everyday basis, when entering the shop or meeting friends?",0
385,What does @ mean as an emoticon?,Emoticons: What does “:/” mean?,0
2147,Why should I do self respect?,Why cant we listen to John lennon?,0
3582,Why is the Zabbix server not running? How can I fix it?,Why is my proxy server is refusing connections? How do I fix this?,0
2880,I woulf like to know wat right does the IRS have to hold my refund.have not received one letter from them giving me a good reason.?,"My employer has not paid taxes to the IRS for my most of wages, and did not give me a final paycheck when I was laid off. In 5 months of working, I have received only two official paychecks, and some cash advances. Can I sue for unpaid wages?",0
4904,"How can you tell someone who has no ability to feel empathy, that they are lacking empathy specifically when they are convinced they do everything to please other people?",What is the best way to develop empathy?,0
3222,"What's the body that governs sports in Denmark, and its (email) contact point?","What's the body that governs sports in Sweden, and its (email) contact point?",0
382,What are the sensors available in Acer Liquid Z630S Android Smart phone by using CPU-Z App?,Which useful Android phone apps are not available in the Google Play store?,0
4407,What is sleep sort?,Which sorting algorithm is efficient in sorting?,0
3833,Does wikileaks even post their own content?,Do adult content companies have their own software engineering team?,0
1081,Did Trump win the election?,What do you think of Trump winning the elections?,0
4819,What companies will Apple acquire in 2015?,What companies did Apple acquire in 2013?,0
4950,Do we have any solid proof of life on other planets?,Why do other planets have no life?,0
4224,Is there any side effect of Protinex powder?,What are the side effects of Adderall?,0
3082,How can I find a job in web development?,What's the best way to find a job as a web developer?,0
330,"How do I see ""sent invitations"" on Linkedin if I don't have any more pending invitations?","How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!",0
724,What is the most beautiful thing that you have ever seen?,What is the most beautiful thing ever built?,0
764,What is [math]x[/math] if [math]x+\left(\dfrac{1}{x}\right) =0[/math]?,What is [math]\mathop {\lim}\limits_{x \to 0^+}\frac{1}{x}^\frac{-x}{x+1}[/math]?,0
2858,What is the least biased political source in the USA?,How hard is it to identify biases in a news source?,0
2735,Did ancient people perceive less colours than us?,Is it true that the Ancient Greeks could not see blue?,0
4837,How do you tell someone you don't love them?,How do I tell someone I love them?,0
3605,What are some examples of marine biotic factors?,What are examples of biotic and abiotic components?,0
211,How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?,Why don't phones have a built-in FM antenna?,0
1966,Is the bomb threat in Mumbai tomorrow real or is it just a rumour?,How do I manage to live in Mumbai by getting just 15k?,0
1217,"What are the best soccer goals that ""you've never seen""?",What are the best goals scored in soccer?,0
2900,My SBI ATM card has expired this June what should I do?,Do SBI ATM cards work in Bhutan?,0
4581,How is China attempting to reduce its air pollution?,How china is tackling pollution?,0
234,"Trump supporters, how do you feel about the way he's walking back his promises?",Do Trump supporters now expect the president to live up to his promises he so forcefully sold them on?,0
2230,What are some of the most common examples of metals and non-metals?,What are some common examples of metal carbonates?,0
1361,How do you get noticed?,How can I get noticed in Bollywood?,0
1809,If I download MIUI 8 from the website then will I get further updates and will it root my phone. I have Redmi note 3?,"If I update an app on my android phone, will it add to the app's total downloads?",0
795,"What are the winter weather conditions like in Cincinnati, OH?",What is the weather like during winter in Tel Aviv?,0
2279,How are YIF placements?,I am really impressed by the course structure of YIF. I wish to make my career in marketing. Is it a good option for me to join YIF?,0
2671,Are you tolerant if you tolerate the intolerant?,Are you tolerant?,0
1675,"Marx said ""The religion is opium of the people"". Then how and why Communist parties of India turned anti-Hindu?",Why are the Indian Left called anti-Hindu when communist ideology is against all religions?,0
1276,What is the latest age for a wisdom tooth to come out?,My wisdom tooth is hurting but it has come out well and I floss there. So why is it hurting then?,0
4746,What is the fastest land mammal?,What are the South American Land Mammal Ages?,0
1386,"In a turbine, why is the final enthalpy (of the working substance) in an actual process greater than that of an isentropic process?","In a turbine, why is the final entropy in an actual process greater than that of an isentropic process?",0
4836,How is Queen Elizabeth II's health?,How is Queen Elizabeth II related to Queen Elizabeth I?,0
4389,What is calories?,Is a calorie a calorie?,0
2747,Is brainmeasures test worth taking?,"Which exam should I go for, GMAT or GRE?",0
3332,How do I get a golden bottle cap in Pokemon Sun / Moon?,What are strange souvenirs for in Pokemon Sun and Moon games?,0
2603,What is the formula for moment of inertia of a semi hollow sphere?,What is the moment of inertia of a hexagonal plate?,0
1623,Can American political parties expel members?,"I hate both US political parties, but I find one to be the lesser of two evils. Does this make me a moderate or a grudging party member?",0
2288,What are your 2017 New Year’s resolution(s)?,What are some of the craziest New Year’s resolutions you are considering making for 2017?,0
3224,What is happiness?,What is happiness not?,0
3614,How do I upgrade the Intex Aqua Power to Lolipop?,The volume down+power key is not working in my mobile Intex Aqua Speed. What should I do?,0
1686,"Now that Britain has voted to leave the EU, what happens now?",[Before Brexit vote] What are the pros and cons of Britain exiting/staying in the EU?,0
1962,"I have a job in Timor Leste Australian base company and I can get a PR after my 8 month job. My question, is it possible to go Australia with PR?",How much possibility of getting Australian PR after positive assessment?,0
3161,Why did Harry Potter name his daughter after Luna Lovegood?,What happened to Luna Lovegood after Book 7?,0
3606,Which physical traits are women truly and honestly most attracted to?,"What are the most attractive physical traits of a man, according to Indian women?",0
3098,"What would you do if you accidentally landed on a site with child pornography? Would you contact the Police? If yes, Why would you do it?","Do you think Egyptian government still hides information on their Pyramids? If yes, why and what would be the outcome if they didn't?",0
78,How can I make money through the Internet?,"What are some different ways to make money online, excluding selling things?",0
4695,"What are examples of sentences using the word ""compare""?","What are some examples of sentences using the word ""hospitality""?",0
2447,Which option should I choose for MBA: TERI or ISBR?,"What is your review of TERI University, New Delhi?",0
3553,What is Impulsiveness?,What is impulse?,0
1726,How can I protect my app name so that it can not be used by other?,Shortcut for c compilation?,0
2508,Can anyone send me the link to solution manual of Financial Accounting a managerial perspective by Narayanaswamy?,Is it my lcd cables or lcd glass inside my laptop that is broken?,0
2645,Compare the effectiveness of autoclaving and boiling?,What are some short term benefits of a balanced lifestyle?,0
3890,How do I share a variable between 2 Java threads?,Can 2 threads access a global variable without causing a race condition?,0
4258,Which is the best vehicle to clear the level in Hill Climb Racing?,Which is the best book or web site for study Android for beginners from zero level. I know JAVA but not very good. but I an intermediate in JAVA?,0
1975,What would happen if a person listened to music all day long?,Do I have mania if I listen to music all day long?,0
3327,What is the meaning of para and gravida?,What is the meaning of para 2 and gravida 3?,0
1235,How can I continue using Uber if I change countries without changing my account?,Can I use my Uber referral credit in some other countries? What if I refer someone in other country?,0
1247,Who is the best footballer?,Who are the best footballer today?,0
208,"Do inkjet printers use color ink when printing black and white documents? If so, why?","If CMYK printers create black by using colored ink and only complementing with black ink, why do shops charge more for color prints?",0
2717,Do employees at Apple Hospitality REIT have a good work-life balance? Does this differ across positions and departments?,Do employees at Apple have a good work-life balance? Does this differ across positions and departments?,0
1107,How's life going?,How is your life going?,0
711,Is senior residency at Hindu Rao Hospital teaching experience?,I am studying BS Computer science. I am in 7th semester and can't pass the basic programming course. Wasted alot money?,0
60,How do I download content from a kickass torrent without registration?,Is Kickass Torrents trustworthy?,0
201,Are there People who are willing to give free lectures or conduct free workshop in India colleges?,"Almost two weeks in on Prozac, why do I still feel antisocial and still don't want to go to events? Why does my social behavior and mood change daily?",0
732,"Which were some of the most amazing responses you have got with Cortana, Siri or Amazon Echo?",What are some of the most amazing concepts given by theoretical physicists which cannot be proved in reality or are too advanced to prove with available resources/technologies?,0
3779,How likely is it for a white girl to date an Indian guy?,What are some good ways for an Indian guy to attract and date a white girl?,0
4211,What economical gift should be given to someone (18yr old guy) leaving town?,"What is the essence of the style of thinking embodied by people like Steven Levitt, Sam Harris and Daniel Kahneman?",0
3568,What do you think of Vladimir Putin?,What does Vladimir Putin think of NATO?,0
4309,Why don't all countries in the world accept the USA as their supreme leader?,Why didn't/don’t Jews accept Jesus Christ as their messiah?,0
1608,What are some things new employees should know going into their first day at Glu Mobile?,What are some things new employees should know going into their first day at T-Mobile?,0
63,Why do I always get depressed?,Why do I always get depressed in the evening?,0
2323,What is served for breakfast on a typical US army base?,How advanced is us army?,0
4591,What would the conversation between PK and Sheldon Cooper be like?,Are there real life Sheldon Coopers?,0
1330,Are there any jobs where I can combine my creative and tech minds?,Is there any respectable job where I can sit and read and get paid good?,0
3788,What is a homosexual?,Can I hate homosexuality but not homosexuals?,0
2651,"What is the simplest explanation for the difference between nominative, accusative, dative and genitive articles?",In German what is the difference between dative and nominative?,0
3763,What is this CH3 and H3C?,Where does the lone pair come in CH3?,0
3574,I need a international driving licence without visa? What should I do now…,What licence do I need to fly a small size UAV around a city streets?,0
4524,Which is the best book for learning android programming from sratch?,What are some good books for learning android programming?,0
2926,What is the best way to read The Hindu for UPSC?,"For the UPSC, is reading the newspaper necessary or can monthly magazines suffice?",0
1381,Which South American country is cheap to live?,Which South American country is cheap to travel for a tourist?,0
1431,Should I find a new piano teacher to replace my current one?,I find it easy to do many tasks at a time but my parents and teachers advise me to do one thing at a time. Is my attitude right or should I change?,0
3998,What is the difference between a nerd and an intelligent person?,What is the difference between Curiosity and Intelligence?,0
26,What is web application?,What is the web application framework?,0
3077,"Form where videos of sites like trainsignal, cbt nuggets etc can be downloaded (excluding torrent) for free?",What is the best time to invest in real estate market after demonetisation?,0
1903,What's the salary for a Train Ticket Examiner (TTE) in Indian Railways?,Should Indian Railways be privatized?,0
3670,"Every country send their own satellites, who monitors their orbitals are not overlapping?",Graduate degree in CS from New Mexico Highlands University. Worth it?,0
4030,When will Grooveshark allow Pinterest sharing?,Is it legal to share Pinterest Pins on a Facebook page of my company?,0
3594,What if American politicians all became non- christians? For ex. Buddhists or Hindus,Is it true that all Buddhists/Hindus are ascetic mystics or do there exist mundane/materialist adherents?,0
3120,What is the life history of Sundar Pichai?,Why is Sundar Pichai not married?,0
941,Is the dynamic/flexi-pricing harsh on middle class people?,SEO or SMO which help to get more business?,0
4449,Which episode of Star Trek (TOS) features slimy things which gets itself glued to the crew?,What would a battle between the Star Trek: TOS crew and the Xenomorphs look like?,0
1366,I am a Portuguese national and I want to move to Norway. Is it possible?,"I am 22 (working),I want to be cricketer because I enjoy cricket. Is it still possible for me to join cricket academy and get into national squad?",0
1642,Why steel stronger than iron?,Which metal alloys are stronger than steel?,0
975,What are some tips on making it through the job interview process at S & T Bank?,What are some tips on making it through the job interview process at AT&T?,0
2356,Why were people against the amendment 14?,Why does OCB (rolling paper) has been recently banned in Surat?,0
994,Which 2G Band (900/1800Mhz) was sold during 2G spectrum scam?,"What exactly is the ""Vyapam"" scam? Why have so many died because of it?",0
4844,Does SAP certification matter a lot to fetch the first job ?,How should I increase my chances of getting a SAP profile job (without having to get a certification as it is pretty expensive)?,0
2528,What are the benefits of quitting smoking weed?,What are the benefits and consequences of smoking weed?,0
4419,Why is the construction so hard and the destruction is so easy?,What are going to be the leading industries and types of businesses in the next 50 years?,0
4052,What are your thoughts on this painting?,What are your thoughts on my painting?,0
96,What was it like to attend Caltech with Jeremy Ehrhardt?,Who are some notable folks who attended Caltech?,0
3258,How is the life of Sikhs and Hindus in Pakistan and Bangladesh?,How is the life of Hindus in Pakistan and Bangladesh?,0
1647,How do I tell if somebody is intelligent?,Could small talk be used to test someone's intelligence?,0
228,How TQWL is different from CKWL (Tatkal waiting list)?,I have made a railway reservation but got it on the Tatkal waiting list. Will I get a refund if I cancel it?,0
2124,How much time is required to complete the CBSE 11th and the CBSE 12th syllabus through self-study? Is it possible to do it in 6 months?,Can I complete the whole 11th CBSE syllabus in 1 month?,0
948,What's the best school in the world?,What are the best schools in the world to study cinema?,0
3902,Why did the State of Israel systematically apply torture against so many Palestinian and other prisoners in its custody?,Does Israel use torture?,0
1351,The Martian (2015 movie): Why couldn't Matt Damon grow more potatoes using the poop logic he used for the first time?,How plausible is the science in The Martian?,0
4817,How do I prepare for my eco hons entrance exam for presidency university?,How I prepare for an NICMAR entrance exam?,0
3857,Why does CIF change when bank account is transferred to another branch?,How can I transfer money from an SBI account to another bank account using a debit card?,0
2617,Vietnamese Food: What is proper technique for eating pho?,Do you love Vietnamese food?,0
4522,Are bomber planes hoaxes? Or not?,How are there bombs in front of the bomb bay? Are bombers a hoax? Or not?,0
1170,Who really did frame Roger Rabbit?,What is the theme of Who Framed Roger Rabbit?,0
1224,How do you say 1<x<2?,What is the best way to say 1?,0
846,When are the roads most slippery during rain?,During rain what should I do for precautions of flooding road?,0
1727,How do I start my asus computer in safe mode?,Is it always safe to run GPU at OC mode?,0
3578,How exactly are the ICSE 2016 papers going to be corrected ?,How do I get a 100 in icse 2016 geography?,0
2817,What are the unknown facts about Tamil people which rest of the non-Tamil people should know?,How good an actor is Vijay? Why do people call him Ilayathalapathy? I don't speak Tamil but I am interested in knowing more about him.,0
1804,What's the most important moment in the whole history of humanity?,What are best moments of humanity in Chennai in Dec 2017 cyclone?,0
4096,I got AIR 617 in a NEST 2015. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?,I got AIR 617 in a NEST 2016. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?,0
4530,"In literature, what is form?",What are the two forms of literature?,0
3556,How do I save pictures from shareit history even the pictures are not there in gallery?,Pictures transferred from shareit having storage location in sd card does not appear in gallery?  ,0
935,What are the best wallpaper apps for iPhones?,What's the best iPhone wallpaper?,0
3798,Is there any way to play uncharted 4 on pc?,"Will Uncharted 4 be released for the XBox One, Xbox 360 or PC?",0
2139,How can I recover a lost T-Mobile phone?,What are T-Mobile's lost phone policies?,0
1029,How can I tell if someone has unfollowed me on Facebook?,"If someone unfollows me, does that affect chat order on Facebook?",0
2702,My girlfriend said that we should end this because she is confused about her feelings for me. I wished her well and disconnected. Should I call her and ask her if she wants to get back together?,"After 2 years being in a relationship my girlfriend says she doesnt want to get physical with me. She says she doesn't like it now. I always think something is wrong and we end up fighting, but she says she loves me. I am confused. What should I do and believe?",0
2999,How do I hide my IP address?,Is Tor basically the same as software that hides the users' ip address?,0
1609,What are the pros and cons of flat feet in babies?,What are the pros and cons of flat feet?,0
1048,How do I fill pan card application online?,How do I apply for a PAN card?,0
4921,How can I change the file upload size on WordPress?,"Wordpress: Sometimes I need to upload a file that is larger than themaximum upload file size  and I am stopped because the max upload size is 8mb. So, How can I increase the maximum file upload size in WordPress?",0
1511,What are the drawbacks of Network Address Translation (NAT) that are overcome by IP masquerading?,What does NAT stand for?,0
1068,How long does WhatsApp keep the delivered data like images or etc. in the server?,How do I share GIF images in WhatsApp without converting the GIF into a video?,0
3452,Could One Punch Man kill Wolverine or Deadpool?,Who would win in a one on one fight Saitama from One Punch Man or Naruto from Naruto?,0
